tweet,index,truncated,Language,username 
"RT @BrianGarrett: I’m giving away this @SOVillains NFT to one lucky follower! 🦸🏻‍♂️

This is a great project with a very strong and active…",5304,False,en,adrian21_cg
"RT @MrNFTexpert: 🚨SPECIAL #NFT and #BNB GIVEAWAY 🚨

Yes, I have partnered with this team, @SquidKingdoms
5 NFTs will be given out.

🎁Rules…",5305,False,en,misufeglorya
"RT @Sami_Samuraii: 💸
You won't miss another launch of #Crypto with #CoinScan
🎯🎯
Website:
https://t.co/Iu1GLBkQTo
TG:
 https://t.co/fdTFkLLm…",5306,False,en,salman_samurai
@NFTJUNKIE4 https://t.co/W8XJGSEG1z,5307,False,und,NoProblemVegan
"@0xBender Influencer nft done right, can’t say the same for others",5308,False,en,CookerFlips
"RT @dope_doctors: Want a project that isn’t an ape or an 8 bit?

We’re a community whose main focus is providing to those struggling with m…",5309,False,en,abuzain01715503
"RT @metafarmverse: ✔️ Meta Farm Verse Airdrop is live!

🔵 Airdrop Reward: Up to 2,000 MEFV (~$20)

🔵 Referral Reward: 4 Million MEFV (~$40,…",5310,False,en,Masoudrazavi11
"Hey @Tautvydelis03, Congrats! You've been selected for a private role in @glyphicnfts's exclusive community of NFT… https://t.co/gteNFzuUIO",5311,True,en,DrabbleShenika
"RT @MetakamiNFT: 2000 retweets, turn on your notifs, and we’ll turn on the lights. 🕷

闇の女王。

#METAKAMI #MetakamiNFT #nft https://t.co/iDmnN…",5312,False,ja,RulyDiaz
"RT @TheApeList_: 🎉 WL GIVEAWAY 🎉

We are giving away 5 WL courtesy of the team

To Enter: 

➡️ Follow both @TheApeList_ &amp; @IVSProtocol 
➡️…",5313,False,en,5531Gina1998
"RT @theothersideNFT: TOS x Crocodoods

5 WL Spots
1️⃣Like, Retweet
2️⃣Tag 3 Friends
3️⃣Follow 
@theothersideNFT @crocodood &amp; @TOS_Moonpods…",5314,False,en,2MXqKwJGDW5lF4G
"RT @DiamondFightin1: 😀😀😀@DiamondFightin1😀😀😀
Have you ever heard of the Gold hunt Game?
This diamond game is built on the same system.

Buye…",5315,False,en,0805MENANGya_
"The project seems to have great potential!
Should definitely feature it on @NftCarrier",5316,False,en,emli7667
"RT @necuritynft: Me and 
@MusicBearAwards

 are giving away 10 WL Spots ☑️

To enter:

✅ Follow 
@MusicBearAwards

✅❤️ &amp; RT + Tag 3 friends…",5317,False,en,TerHokiHoki
"RT @CRYPTOKOLIK1453: ▶️Bu tweeti RT eden 🔂 ve Beni takip eden 1 kişiye 50$ değerinde nft hediye edilecektir.🎁

▶️Sabah açıklanır⌛️

#BTC #B…",5318,False,tr,ipekduygu_
"RT @404Metaverse: 🔥Pokémon Contest LIVE NOW!🔥

🎁 10 x Error 404! Whitelist Spots
🎁 1 x Original Clones NFT ($400)

1️⃣ Follow @404metaverse…",5319,False,en,UmutVarlik1
"RT @U_UnicornsNFT: Hey Uni-fam! @ClementinesGame has teamed up with us and they've given 3 WL spots for the U_U community! 🎉

Here's how to…",5320,False,en,Burnett36460558
"Hey @Sapi96055883, Congrats! 🐐

You've been randomly selected as the winner for @EARNFT_NETWORK pre-sale/whitelist… https://t.co/2SHowuTIc5",5321,True,en,Georgen57347613
"RT @AirdropStario: 💧 FatherDefi Airdrop 💧

🏆 Task:   ➕ $10 worth of ANDRE for 900 random participants

👨‍👩‍👧 Referral: ➕ $10 worth of ANDRE…",5322,False,en,Younus920
"@atimetass Good day @atimetass

you can check this incoming project as well. See this legendary card that you might… https://t.co/OkOt9U48yE",5323,True,en,JaxNear
"@ZomNFT #1000xGem #ETH $MSHIBA

Join the Telegram Community Now!
https://t.co/2sFcPfIP9B

MSHIBA is revolutionising… https://t.co/hxEbYUppFY",5324,True,en,Pumpkin02222
"RT @CoinDouche: Like retweet this post for some sweet little pewpew in the morning

If you are supporter/earner/plumber of @GenuineRetweets…",5325,False,en,mrfreemarket
"RT @GawsStiph: $100  •  24 HOURS ⏳ RT 

$50
✅ RT  +  RT/Like Quoted Tweet👇

Extra $50
➡️ Fill up: https://t.co/pIbbH2PB0O (reply proof)",5326,False,en,haruto_bigwin
"RT @magicmonkies: 🙈 whitelist giveaway 🙈

fuck it. sneak peak.

you've waited long enough. see attached an example of what a FREE @magicmon…",5327,False,en,Mo_shitta
"RT @TheApeList_: 🎉 WL GIVEAWAY 🎉

We are giving away 5 WL courtesy of the team

To Enter: 

➡️ Follow both @TheApeList_ &amp; @IVSProtocol 
➡️…",5328,False,en,Natasha22567170
"RT @fuhaha7767: 🍀Space Boo WL Giveaway🍀

 We have partnered with @SpacebooNFT for a giveaway🎉🎉

3x WL winners on Twitter

To Win:
✅ Follow…",5329,False,en,66Mhz
"RT @shopretrovert: Introducing Retrovert NFT⚡️

We're giving away 20 WHITELIST SPOTS + Mystery Box (Valued $1000+) 👽

To enter: 
1. Like &amp;…",5330,False,en,chalkzone223
"RT @ApeC0ins: 1 person who retweets, follows us and turn on Bell will win $20,000 in $Ape (yes, for real) #APECOIN

Winner Chosen in a day…",5331,False,en,qs8w4ygb2w
"Hey @HarryCHi8, Congrats! 🐐

You've been randomly selected as the winner for @EARNFT_NETWORK pre-sale/whitelist spo… https://t.co/1gVVmwvSbl",5332,True,en,Ela56379956
"RT @PenceToken: The PenceToken Presale Round 2 has begun; anyone and everyone can participate, purchase PTN, and fully support the project'…",5333,False,en,HtunMinThantOo1
"RT @NFTBroskii: #NFT Giveaway🎉

RT + Follow + Drop $ETH 👇🏼 https://t.co/99JtWvbGcv",5334,False,en,DrNo1983
"@bbytiara01 @FireHost77 🏎 Crypto Kart Racing 🏎
🏁Real Play-2-Earn
🏁 Fully 3D karts
🏁 Multiplayer tournaments - PVP o… https://t.co/x2goqyRq20",5335,True,en,xyel30023481
"Hey @Santosh41796640, Congrats! You've been selected for a private role in @glyphicnfts's exclusive community of NF… https://t.co/Uzhgz8uJyv",5336,True,en,WiggDeidre
"RT @missufe: $200 | 2.800.000 IDR in 24 Hours 🦄

- $100 👉🏻 RT &amp; Follow @thelottonft + RT, Like Quoted Tweet 👇🏻

- $100 Bonus 👉🏻 Join Discor…",5337,False,en,tymdfirstwin
@mreo1994 Hi Mario Hernandez! Looking for a new BAYC? 🥷🏻Check out this NFT @junitynft Whales chat call! Get early a… https://t.co/UNowo1b61y,5338,True,en,GocmenLeylifer
@storyteller_nft Keep your eyes on the @MusicBearAwards 🚀🚀 #MBA #Music #Musiclover #Musicbearawards #nft #nftart https://t.co/bdYY3Hqdfd,5339,False,en,cryptohunter077
"ＮＦＴ化で１億円超え、男子学生の自撮り写真が話題に　インドネシア

https://t.co/Nfjge91AU3

#NFT #インドネシア #学生 #コラボレーション #クリエイター #クリコラ #フリーランス",5340,False,ja,creativecolla
"RT @OceanexOfficial: 📢#Bitcoin  SharkFin (3/31) on #OceanEx at 4PM today (UTC+8).

💰 Join our #CryptoFarm and harvest the high #BTC  gain w…",5341,False,en,Michael01607767
@Kythuatoto3 Hi there Victoria Runge! Looking for a new BAYC? 🥷🏻Watch this NFT collection @junitynft Funded by whal… https://t.co/OWYK671zL4,5342,True,en,Nihan31511247
"RT @Chaionblock: Giveaway time!
@TrapezNode launch is in 2 days. To celebrate I’m giving away 5 #Metis ($700) to 5 people.
To win
-Follow @…",5343,False,en,Thelionofjuda4
"RT @zaeNFT: 🚨 NEXT BIG PROJECT 🚨

Found this project @Moondusa , spoke to the owner and your not gonna wanna miss out! 🚀

🔸WHITE PAPER RELE…",5344,False,en,xuxiluvly
"RT @TheNFTAncestors: 🌈Merry Pals x Ancestors #Whitelist Giveaway 
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
🎉 3x WL spots from Merry pals #NFT 

To enter:

✅Follow…",5345,False,en,shortjuuwl
"RT @cryptoartist78: 0.5 ETH ($1500)

NFT Giveaway🏘️

To Win
1⃣💖, RT
2⃣Follow me, @crypto_prince2  &amp; @bm_saw 
3⃣Tag Friends

48H⏱️ 

#NFTs #…",5346,False,en,SelvianusAja
"RT @Gate_Nft: We are releasing 100 FREE April Fools' #NFT boxes today! Are you foolish enough to get a draw🎁? No fool, no gain😉!

🔑Particip…",5347,False,en,danielfafa5
"RT @ladyincrypto: ⚠️ @BopoVerse #Minting is LIVE! ⚠️

Claim your special Pre-sale Price 💸 and MINT your Rare NFT now 🔥

Link - https://t.co…",5348,False,en,zyexowinn
"RT @ladyincrypto: $100 GIVEAWAY ~ 12 HOURS ⏳️ 

- RT &amp; Follow @The_Delysium 

- Like/RT the tweet below 👇🏻",5349,False,en,jagvng
"RT @0xClayton: 👻 @projectPXN WL Giveaway 👻

I am giving away 3 whitelist spots for @projectPXN 

To enter:  
- Follow @0xClayton + @project…",5350,False,en,nlightuniverse1
"RT @learneasyguru: Top #NFT Today
CryptoPunk #8597
Price: $241k
https://t.co/5WVJQEuBxp",5351,False,en,0xIntra
"RT @CryptoRonnin: In collaboration with @BeerSquadNFT 
- I am giving away 10 WL spots to their new collection debuting soon. 

To enter you…",5352,False,en,imluckyriego1
"RT @DoyoungPromotes: $100 • 1,4 JT • 24 HRS ❣️❤️‍🔥

- RT &amp; Follow @RKropachek 
- Vote on the qouted tweet below",5353,False,en,0xjepwin
"RT @MetaRarityNFT: 🎁 #Giveaway with Sour Pickles 🎁

Prizes:
🏆 $50 #ETH #Solana
🏆 5x Whitelist Spots

To Enter:
1⃣Follow @SourPicklesNft &amp; @…",5354,False,en,Naiffur14
"RT @Okami_mxsamurai: 🎗Anyone, even if they know a little about crypto, will definitely choose #COINSCAN. A practical and effective tool tha…",5355,False,en,Subasasamuraei
"RT @Dennis_Porter_: BREAKING: U.S Senator Ted Cruz, “#Bitcoin is exploding across the globe.”",5356,False,en,ArcadianWild
"RT @TheCybertarClub: 🎉Hello from the #Cybertar Club!

To celebrate our official meet-up, we are launching the 💵$5000💵 Genesis Airdrop for e…",5357,False,en,ndi_son
"RT @MedabotsWorld: Ready for the next NFT game generation⁉️MEDABOTS OPEN BETA🚀
🔜Available in iOS and Android
🕖LINKS ACTIVE FROM THE 31st OF…",5358,False,en,Cisssaad
RT @Marketsbylili: Looks like JPMorgan admitting that they're threatened by #bitcoin and #lightning in their SEC filing https://t.co/7P2bWy…,5359,False,en,Tempopersoh
"RT @JeremyyNFT: 🎉 HUGE @projectPXN WL GIVEAWAY 🎉 

I was lucky enough to get 1 WL spot for @projectPXN upcoming drop, so it's time to give…",5360,False,en,MoVzkaa
"RT @HarleyNFT_: 🎁 #NFTGiveaway 🎁

🏆Prizes:
• 1x #ETH ( $50USD) 💸
•1 OG spot for every 10 RTs

To win:
1️⃣ Follow @tigerhoodnft &amp; @Imnobodya…",5361,False,en,smurfeng1
"RT @OreoNFT: 🎉Huge Giveaway🎉 

Prizes 🎁: 2 ETH (split among 8 winners) &amp; 50 WL spots

To Enter:
✅Follow @metacivies 
✅Like, RT, &amp; Tag 3 fri…",5362,False,en,NounaaJutexx
"RT @unFederalreser1: The ReserveLending+ landing page is finally out of Alpha testing and now live! What does this mean? ⚓️

Any RIA or ins…",5363,False,en,Joynal002
@metafarmverse @Benzinga @digitaljournal @MarketWatch @Fox40News hopefully this project is a success and then it be… https://t.co/J9YqBcJwfr,5364,True,en,Shakib14827456
#btc #bitcoin #sand #shiba #mana #doge #mbl #cvp #uni #slp #jasmy #beta #matic dostlarım size bir ay içinde btc ve… https://t.co/4QhgCh9EYF,5365,True,tr,kripto_oyuncusu
Share your NFT Collection https://t.co/XsyDjuznHb @monkemarek,5366,False,en,QueenieVivienne
"Hey @HeatherJonz, Congrats! You've been selected for a private role in @glyphicnfts's exclusive community of NFT in… https://t.co/KRcyGf1Lji",5367,True,en,Clarenc16311826
"RT @PlayWizardia: 🔥 All #NFTs from the 3rd round of sale are sold out! 🔥

We’re super excited to announce that the 4th round of Arena Genes…",5368,False,en,nawrozbd24
RT @RKropachek: What is the ideal minting price for a highly detailed &amp; animated (3300 items) 3D NFT collection nowadays? Not too expensive…,5369,False,en,mischabigwin
"RT @kuswapfinance: 🌟KCC Special Event: KuSwap Giveaway📢📢
🏆100 Lottery NFT &amp; 3,300 $KUS

Join NOW👇
https://t.co/fvKCLxQ5qE

To celebrate the…",5370,False,en,Joy53756502
@MetaLadies_ https://t.co/e6RplFoUhk,5371,False,und,aghaei_saeede
@CryptoDiffer @LunarCrush @NakamotoGames @REVV_Token @PancakeSwap @PhantasmaChain @KardiaChain @Kommunitas1… https://t.co/jZk2vYFXRP,5372,True,en,Mohammad_asl78
"@Banacubana @OxMetaease 你還能從哪裡獲得超棒的硬幣、龐大的社區和 P2E 遊戲？  $PULI🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️🔺️
 #PULI $PULI #Pulitoken… https://t.co/TPWMzsEgk0",5373,True,zh,63657ojNTEZrlxc
"RT @Jeffmakvs: Idée :
On réunit Mme Lalucq et un Bitcoiner.
Mme la députée ramène 1 billet de banque avec elle.
Le bitcoiner ramène 1 Bitco…",5374,False,fr,Lrrleboss
@DaughterOfOdinM You can buy them right now at https://t.co/UzvpIQOC7Y for under $20. #nft #NFTs #NFTdrop #NFTCommunity,5375,False,en,bad_habits10298
"RT @AmeerHussainn: ⭐️ 3LANDERS NFT GIVEAWAY (1.5 ETH FLOOR)⭐️
🚨TRIPSTERS x5 WL GIVEAWAY🚨

To enter:
• Follow @AmeerHussainn &amp; @Tripsters
•…",5376,False,en,MagicianTheGoat
RT @SkyeKay: Wooow 🎀❤,5377,False,und,madxxx2021
"RT @MetakamiNFT: 2000 retweets, turn on your notifs, and we’ll turn on the lights. 🕷

闇の女王。

#METAKAMI #MetakamiNFT #nft https://t.co/iDmnN…",5378,False,ja,0xfortuness
RT @BitcoinMagazine: #Bitcoin is for everyone 🧡 https://t.co/OvAHdm2Xan,5379,False,en,iam_moses10
"RT @Elf_Matrix: 🚀ORIGIN ELF NFT SALE 🚀


⌛ WHEN
Starts from 10am GMT+8 29th March,2022

🎪WHERE
 https://t.co/DBjX7ZIL5Z

⛳️ HOW
https://t.c…",5380,False,en,MdRashik14
RT @cryptopadeck: 🚨 #NEKI In its uniqueness has got my attention just as I visited my childhood friend who’s a holder and lives few kilomet…,5381,False,en,kagemyama
"RT @KLAY_check: 🎉 태권V x 클레이체크🎉

🎁상품
NFT x 2
확정 WL x 50
비확정 WL x 50

1️⃣ 팔로우
@KLAY_check @RTKV_nft
2️⃣ RT, LIKE
3️⃣ 디스코드 입장
https://t.co/puJ…",5382,False,ko,jindian777
"RT @TheApeList_: 🎉 3 WL GIVEAWAY 🎉

Mindblowon known as @tahilalats is an up-coming project that has collaborated with big brands and artis…",5383,False,en,CandiFlooks
"RT @Minty_Root: Hey @Twitter , why are you verifying NFT Twitter accounts that spam shit to random people? https://t.co/5oy2oDs1y6",5384,False,en,latidoremi
"RT @_electronicCash: 1\ I am proud to announce @Gopnikz #NFT 959 on Meta 🐢 Verse treasure!

As many here know and it's not a secret I am a…",5385,False,en,specialized_420
"保育士辞めた！(結構前からほぼやめても同然だけど)

ストレスに値しない事なら辞めてもおっけいだと思う！

後がないので、もうNFT頑張るしかない🌊🌊",5386,False,ja,Kawaii_demon_
"RT @GawsStiph: $100  •  24 HOURS ☀️

✅RT + Join TG: https://t.co/Fc1c9bjp7a (Post Proof)",5387,False,en,anjiototuski
RT @Skuy_GodMother: @cryptogems555 Almost release 100 Ultra Rare NFT📣📣📣📣. I’ll see you soon on our MULTIVERSE 🙋🏻‍♀️. The 1st MULTIVERSE MET…,5388,False,en,Diamondhand93
"RT @_CherryNFT: 🎉GIVEAWAY!🎉

🏆 0.2  SOL ($25)
🏆 1x @OmegaBears NFT
🏆 3 OG Spots 

Rules :

1️⃣ Follow @OmegaBears &amp; @_CherryNFT 
2️⃣ Like &amp;…",5389,False,en,24344Sunshine
"xdraco site is back up. Fastest 2 hours on the planet!
#NFT #xdraco #mir4draco #mir4",5390,False,en,mir4xdraco
"RT @O_Jokers_Club: The blacker the outfit, the cooler the Joker. Does everyone agree? 😎

#OJC #NFT https://t.co/qOnjQEQIRr",5391,False,en,Danielfarecia
"RT @RastaPandaPC: 🎁NFT Giveaway ($400)🎁

🍀 https://t.co/rM6OHKUgwa is now live! 

We are giving away 2x Rasta Panda Pot Club NFTs and 10 Gr…",5392,False,en,xDanz2022
"RT @PipeFlare: 🎉 #NFTGiveaway 🎉
We are giving away 5 Battle Pass NFTs In Our Telegram Channel 👉https://t.co/2Nw5QtPhV0
@PipeFlare #NFT
How…",5393,False,en,AlexyVins
RT @HiddenHeroesOrg: #NewNFT! Azhar is our wonderful new piece 💜 Help us to make her visible!! RT + follow = $0. #NFTCommunity #NFTdrop #NF…,5394,False,en,AnastasiaNFTart
"RT @OfficialTravlad: I have finally opened my NFT community channel publicly, if you love NFT’s and like to hang out, you’re welcome to joi…",5395,False,en,AdrinNFT
"RT @xxxmourn: 3 random like and rt will get 50$

selling source code for:
- NFT Bots
- Sneaker Bots
- Retail Bots

price will not be lower…",5396,False,en,Clasenxyur
"RT @TheNFTCircle: We are excited to be giving away 5 WL spots to @MindblowonNFT

To be eligible you must:
✅Like &amp; Retweet
✅Tag 3 Friends
✅F…",5397,False,en,sivafisher689
"RT @TheCybertarClub: 🎉Hello from the #Cybertar Club!

To celebrate our official meet-up, we are launching the 💵$5000💵 Genesis Airdrop for e…",5398,False,en,Adibasammi41
RT @K_Dude_club: A legendary offer! This two legendary costumes for the price of a Epic costume. Take the chance! Get your legendary K-Dude…,5399,False,en,rakulone
RT @kmoney_69: pov: you run into every bro at nft la. https://t.co/T0tdeFIN37,5400,False,en,mebodipozyd
#FlagNetwork #IDO #cryptocurrency #Bitcoin #NFTs,5401,False,und,VadimJW
"RT @OfficialTravlad: $30,000 #crypto giveaway. ( 6 x $5,000 )

How to enter:

i) Retweet
ii) Follow myself ( @officialtravlad ) 
iii) Turn…",5402,False,en,0xSumny
"RT @renteez_: This Saturday April 2nd is the Renteez Coin Presale!  Join the party at https://t.co/eYk08E6IRx

Don’t sleep on this #crypto…",5403,False,en,dearmooni
"RT @KLAY_check: 🎉 태권V x 클레이체크🎉

🎁상품
NFT x 2
확정 WL x 50
비확정 WL x 50

1️⃣ 팔로우
@KLAY_check @RTKV_nft
2️⃣ RT, LIKE
3️⃣ 디스코드 입장
https://t.co/puJ…",5404,False,ko,_makerskim
RT @SusCyclops: #NFT https://t.co/b7ysGJVGwM,5405,False,und,Moonlander820
"RT @ZercNFT: 🎉HUGE GIVEAWAY🎉 

🥳 Bored Ape Teen Club #Metaverse Reveal! 
💥#NFTGiveaway to CELEBRATE!
🍌Mint NOW https://t.co/Oenu4GiCrb

To…",5406,False,en,aprilwinner1000
"RT @AliMed98: The shirt is available on amazon Just with  13.50 $
Link : https://t.co/UBxkpTSaag

#AsItWas #BelAir #milvsbkn #NFT #NFTGivea…",5407,False,en,KamiKaz37931812
"@defspiralmx @WatcherGuru 🎗️UPCOMING LAUNCH SOON🎗️

💥 @TeacherDoge THE NEW BSC 100X GEMS!

🔥 UTILITY:
🏅TEACHER DOGE… https://t.co/SlswOQ2KwI",5408,True,en,M31CSO1922258
"RT @OfficialTravlad: 7 hours until 6 members of my crypto notification squad win $5,000 each!",5409,False,en,FutureMetaverse
"RT @carecoinfamily: We're pleased to announce our next #AMA with CareCoin! 

💰 Reward Pool: $100
🗓 DATE     : 30th March 2022
⏰ TIME     :…",5410,False,en,GABSONE11
"RT @BTC_Archive: #Bitcoin has been trading in a range since Apr 2021.  This has coincided with exchange supply hitting a plateau.  

If sup…",5411,False,en,Quentin11703689
"RT @bjortframtid: 💀 invisible friends nft giveaway 💀

floor value 7eth ($21,000 ) 

rt + like + comment &amp; Follow Me 🔔 

Ends soon, good luc…",5412,False,en,muszka434
"RT @jenniproms: 🎁 #NFTGiveaway 🎁
To celebrate OWN's NFT Sneakpeek, giving away
🔥 1 NFT
🎊 5 WL

TO ENTER ⬇️
1️⃣ Follow @OWNcryptoverse
2️⃣ L…",5413,False,en,RheizsyaLyeka
"@WhaleEverything Smarty Pay(SPY)
✨Listing &amp; Launching Project :
💠Audit Techrate✅
💠DIGIASSET✅
💠HOTBIT✅
💠COINTIGER✅
💠… https://t.co/0To68ReaP2",5414,True,en,reva7xa7x
RT @mustafa32412951: @1goonrich @coinscandefi will shine in the crypto world. Don't be late to meet CoinScan #btc #Eth https://t.co/VO6jjl0…,5415,False,en,FrancesMoberg
"Hey @comeoverhoe_, Congrats! You've been selected for a private role in @glyphicnfts's exclusive community of NFT i… https://t.co/oPVUP5XGbv",5416,True,en,EvonHesslegrave
"RT @petedeecrypto: https://t.co/QQ0WKRUViH

“Mime On The Streets (2 of 9)”

1/1

#ai #nft #generativeart #digitalart #digitalartists #nftar…",5417,False,en,85_percent_
"Hey @WonderWhalez, Congrats! You've been selected for a private role in @glyphicnfts's exclusive community of NFT i… https://t.co/glfg1k8C4u",5418,True,en,KarieSwaine
"RT @CryptoTownEU: 🚀 Airdrop: LumiGhost
💰 Value: 1000 $LUMIGHOST
👥 Referral: 5000 $LUMIGHOST
📅 End Date: 21st April, 2022
🏦 Distribution Dat…",5419,False,en,dream3dfouad
"RT @AirdropDet: 🔍 New #Airdrop: Metaverse War

💲 Reward: Up to $10 worth of MVW + $2K worth of MVW referral pool

🔴 Start the airdrop bot h…",5420,False,en,sanamahmed43y
"RT @CryptoGorillaYT: 🎉 Giving away 3 WL spots for @nanoverseHQ phase 2 🎉 

To qualify:

- Follow @nanoverseHQ &amp; @CryptoGorillaYT 
- Like &amp;…",5421,False,en,Leracert4
"RT @metaderby: Cheeks List Giveaway🐥

PEPO Paradise is an interoperable #Petaverse with #feed2earn rewards, developed by an award-winning g…",5422,False,en,bambang82485432
"RT @TheRylai: $200 | Ends in 24 Hours

🟩 RT &amp; Follow @BigTownChef + tag 3 friends
🟩 Join Discord : https://t.co/pYGRUELLgF

#NFT #NFTCommun…",5423,False,en,IkaaAgamm
"RT @AirdropDet: 🔍 New #Airdrop: Meta Farm Verse

💲 Reward: Up to 2K MEFV (~$20) + 4M MEFV (~$40K) referral pool

🔴 Start the airdrop bot ht…",5424,False,en,ArNader5
"RT @hakanrecepogluu: #BTC 

Bitcoin için kritik seviyeleri grafikte belirttim.Agresif bir kırılım gelirse kırmızı ile belirttiğim bölgenin…",5425,False,tr,blackkaptan88
"RT @Okami_mxsamurai: @rovercrc ⚡ #RBXSamurai
⚡ Staking 👉 4% monthly
⚡2.5% Sell #tax
⚡ multiple #chains
⚡ Buybacks

🌐https://t.co/guzRRXX1L6…",5426,False,en,CryptolabMobile
"RT @MrT_Promotes: Partnered up with the next big NFT project Pirate Life 🏴‍☠️ Giving away 25 whitelist spots! 🎉

To enter: 
1️⃣ RETWEET…",5427,False,en,KunwarKartike
@AkiraRising Would love to have this in my NFT collection  @degenblazye @yoojaeseok2 @nov_vala @tadaman_shinshi… https://t.co/aovCileBeq,5428,True,en,razortg7
RT @IkuNajo: mesures qui pourraient permettre à l'industrie non réglementée de la crypto-monnaies d'accéder à la propriété intellectuelle.h…,5429,False,fr,bricolix
"RT @CloudGangNFT: 💥GANG💥
⠀⠀⠀⠀⠀⠀⠀⠀⠀
50 WL SPOT GIVEAWAY
➕
@Thesunniesnft #7112 TO 1 LUCKY WINNER 😵‍💫
⠀⠀⠀⠀⠀⠀⠀⠀⠀
TO ENTER: 
✔️FOLLOW -&gt; @cloud…",5430,False,en,j_i_w_a
"RT @hiakkaya: #DENT 

Geçen haftadan beri yuksek hacimle toplanıyor .📈📈📈📈📈

#DENT #MANA #SAND #DOGE #BLOK #AVAX      #ALICE #SHIB #BSW  #AS…",5431,False,tr,yerkesik123
Check out my NFT listing on OpenSea! https://t.co/CMOmJTNY1d via @opensea,5432,False,en,alamin45890596
"RT @RudyStarlinkInu: Talk about #Diversifying your portfolio, @StarlinkInu is going to be #TheFirst #BSC Token to pay its holders in #CRO #…",5433,False,en,falizade63
"RT @necuritynft: ***PUBLIC MINT NOW LIVE***

For @billionaire_Wmn

Win $100,000 during public sale mint. 

Visit https://t.co/ewvCX0KBmi to…",5434,False,en,Gie43720657
"RT @0xBraden: 🎉Whitelist Giveway 🎉

2 x WL Spots for Face Job NFT.

1337 Face Job NFT.
Price : 0.08
Date : TBA

1️⃣ Follow 
@FaceJobNFT 
 &amp;…",5435,False,en,eudaemcn
I feel that 1/1 NFT rush coming soon! 💎,5436,False,en,YizzoAng
"RT @atNFTART: 🎁 #Giveaway with Alternative Ape Social Club 🎁

Prizes:
🏆 $50 #ETH #Solana
🏆 10x Whitelist

To Enter:
1⃣Follow @AlternativeAp…",5437,False,en,Piagapo1
"RT @AvaxSolana: 🎁 1️⃣ #AVAX ￼ 🎁   #GIVEAWAYS 🎁

🏆 1️⃣ #AVAX ￼  🏆 1️⃣ lucky follower❕( $100 )

✅Follow us &amp; @AvaxSolana 
✅RT + Like ❤️
✅Tag…",5438,False,en,SGoleT8
"@Al32k @cryptotigers12 @meta_blaze MSHIBA is revolutionising crypto space with its play-to-earn game. 

Check out t… https://t.co/7gk4ocTjYO",5439,True,en,Anaya20394518
"RT @CloudGangNFT: 💥GANG💥
⠀⠀⠀⠀⠀⠀⠀⠀⠀
50 WL SPOT GIVEAWAY
➕
@Thesunniesnft #7112 TO 1 LUCKY WINNER 😵‍💫
⠀⠀⠀⠀⠀⠀⠀⠀⠀
TO ENTER: 
✔️FOLLOW -&gt; @cloud…",5440,False,en,MenangSipon
"RT @Cointelegraph: Women in Norway are embracing crypto. 

A survey conducted by @ArcaneResearch and @EYnews found that the rate of female…",5441,False,en,Nima99345446
"RT @RaritySniperNFT: Gutter Cat Gang X Rarity Sniper  😼🧬

We've partnered with @guttercatgang to be their Rarity Partner!

And... We're giv…",5442,False,en,Leto_Hug
"RT @nftcoinlaundry: 🤖OMG OMG OMG🤖

ITS A.....BOT!  I LOVE IT

Tag a friend, RT and tell them you're expecting! https://t.co/Uw8jAK9NlX",5443,False,en,dodgers71121
"RT @MaeseanC: Just the Tip - #7 In the Garden- OpenSea
Free #NFT Giveaway

Drop your $ETH address, RT &amp; Follow Me 🔔 

#NFTGiveaway #NFTs ht…",5444,False,en,urpus4
@BTCETHDeFi Hey BitCoin! Looking for a new DOODLES? 🥷🏻Take a look at this NFT @junitynft Whales call! Get early acc… https://t.co/byu9LNB9D6,5445,True,en,Miner9Deb
"RT @ladyincrypto: ⚠️ @BopoVerse #Minting is LIVE! ⚠️

Claim your special Pre-sale Price 💸 and MINT your Rare NFT now 🔥

Link - https://t.co…",5446,False,en,AimanXlucky
"@gfgao @HDgmw @jhvitvar #DuckieLand, an #NFT #P2E game on blockchain is running a massive #airdrop campaign. Join t… https://t.co/RJqA5n8RBQ",5447,True,en,umor_toufik
"RT @OfficialTravlad: $30,000 #crypto giveaway. ( 6 x $5,000 )

How to enter:

i) Retweet
ii) Follow myself ( @officialtravlad ) 
iii) Turn…",5448,False,en,0sthinqs
"RT @kaijukongz: We’ve partnered up with 
@RiceDayGG
  to giveaway 
 5 RiceList (WL) spot 🎁 last chance to join Grain Gang! 

To enter 👇( Mu…",5449,False,en,RadjDavid
"RT @Okami_mxsamurai: 💥By staking #RBXS token you no longer need to work, your money will work for you.💸

▶️DEX : https://t.co/tnE76R7S0d
🌐h…",5450,False,en,Subasasamuraei
"Good future

#Airdrop #Crypto #Airdrops #giveaway #cryptocurrency 

@ZNerob @Rafsanahm @alam6891",5451,False,en,goutom1998
"RT @NfThinks: Giving away a whitelist for @DahlysArt

1⃣ Follow @NfThinks &amp; @DahlysArt
2⃣ RT + Like 
3⃣ Tag 5 friends

Winner in 48 hours 🎉…",5452,False,en,klakov77
